+----------------------------------------------------+------------------------------------------------------------+---------+----------+---------+-----------+--------------------------------------------------------------+--------+---------------------------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+----------------------------------------------------+------------------------------------------------------------+---------+----------+---------+-----------+--------------------------------------------------------------+--------+---------------------------------------------------------------------------+
| Mod name                                           | Registry name                                              | BlockID | Subtypes | Item ID | Item meta | Display name                                                 | Exists | Ore Dict keys                                                             |
| Chisel                                             | chisel:concrete_brown1                                     |    1690 |     true |    6717 |        13 | Brown Concrete                                               | true   | blockConcrete, blockConcreteBrown                                         |
| Chisel                                             | chisel:concrete_brown1                                     |    1690 |     true |    6717 |        14 | Brown Concrete                                               | true   | blockConcrete, blockConcreteBrown                                         |
| Chisel                                             | chisel:concrete_brown1                                     |    1690 |     true |    6717 |        15 | Brown Concrete                                               | true   | blockConcrete, blockConcreteBrown                                         |
| Chisel                                             | chisel:concrete_brown2                                     |    1691 |    false |    6718 |         0 | Brown Concrete                                               | true   | blockConcrete, blockConcreteBrown                                         |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         0 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         1 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         2 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         3 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         4 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         5 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         6 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         7 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         8 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |         9 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |        10 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |        11 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |        12 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |        13 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |        14 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan                                       |    1698 |     true |    6725 |        15 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         0 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         1 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         2 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         3 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         4 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         5 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         6 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         7 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         8 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |         9 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |        10 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |        11 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |        12 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |        13 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |        14 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan1                                      |    1699 |     true |    6726 |        15 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_cyan2                                      |    1700 |    false |    6727 |         0 | Cyan Concrete                                                | true   | blockConcrete, blockConcreteCyan                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         0 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         1 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         2 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         3 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         4 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         5 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         6 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         7 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         8 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |         9 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |        10 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |        11 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |        12 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |        13 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |        14 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray                                       |    1704 |     true |    6731 |        15 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         0 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         1 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         2 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         3 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         4 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         5 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         6 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         7 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         8 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |         9 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |        10 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |        11 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |        12 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |        13 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |        14 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray1                                      |    1705 |     true |    6732 |        15 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_gray2                                      |    1706 |    false |    6733 |         0 | Gray Concrete                                                | true   | blockConcrete, blockConcreteGray                                          |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         0 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         1 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         2 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         3 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         4 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         5 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         6 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         7 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         8 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |         9 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |        10 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |        11 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |        12 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |        13 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |        14 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green                                      |    1686 |     true |    6713 |        15 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         0 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         1 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         2 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         3 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         4 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         5 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         6 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         7 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         8 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |         9 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |        10 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |        11 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |        12 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |        13 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |        14 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green1                                     |    1687 |     true |    6714 |        15 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_green2                                     |    1688 |    false |    6715 |         0 | Green Concrete                                               | true   | blockConcrete, blockConcreteGreen                                         |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         0 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         1 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         2 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         3 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         4 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         5 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         6 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         7 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         8 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |         9 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |        10 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |        11 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |        12 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |        13 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |        14 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue                                  |    1716 |     true |    6743 |        15 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         0 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         1 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         2 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         3 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         4 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         5 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         6 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         7 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         8 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |         9 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |        10 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |        11 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |        12 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |        13 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |        14 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue1                                 |    1717 |     true |    6744 |        15 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightblue2                                 |    1718 |    false |    6745 |         0 | Light Blue Concrete                                          | true   | blockConcrete, blockConcreteLightBlue                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         0 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         1 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         2 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         3 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         4 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         5 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         6 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         7 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         8 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |         9 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
| Chisel                                             | chisel:concrete_lightgray                                  |    1701 |     true |    6728 |        10 | Light Gray Concrete                                          | true   | blockConcrete, blockConcreteLightGray                                     |
