+----------------------+----------------------------------------------------+-------------------------------------------+------------------------------+--------+
| Mod ID               | Mod name                                           | Entity name                               | Entity class name            |     ID |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Bass                          | MoCEntityBass                |   7311 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Bee                           | MoCEntityBee                 |   7326 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.BigGolem                      | MoCEntityGolem               |   7297 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Bird                          | MoCEntityBird                |   7256 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.BlackBear                     | MoCEntityBlackBear           |   7257 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Boar                          | MoCEntityBoar                |   7258 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Bunny                         | MoCEntityBunny               |   7259 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.ButterFly                     | MoCEntityButterfly           |   7327 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.CaveOgre                      | MoCEntityCaveOgre            |   7293 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.ClownFish                     | MoCEntityClownFish           |   7312 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Cod                           | MoCEntityCod                 |   7313 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Crab                          | MoCEntityCrab                |   7328 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Cricket                       | MoCEntityCricket             |   7329 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Crocodile                     | MoCEntityCrocodile           |   7260 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Deer                          | MoCEntityDeer                |   7262 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Dolphin                       | MoCEntityDolphin             |   7314 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.DragonFly                     | MoCEntityDragonfly           |   7330 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Duck                          | MoCEntityDuck                |   7261 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Egg                           | MoCEntityEgg                 |   7336 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Elephant                      | MoCEntityElephant            |   7263 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Ent                           | MoCEntityEnt                 |   7264 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.FireOgre                      | MoCEntityFireOgre            |   7295 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Firefly                       | MoCEntityFirefly             |   7331 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Fishy                         | MoCEntityFishy               |   7315 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.FlameWraith                   | MoCEntityFlameWraith         |   7294 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Fly                           | MoCEntityFly                 |   7332 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Fox                           | MoCEntityFox                 |   7265 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Goat                          | MoCEntityGoat                |   7266 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.GoldFish                      | MoCEntityGoldFish            |   7316 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.GreenOgre                     | MoCEntityGreenOgre           |   7296 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.GrizzlyBear                   | MoCEntityGrizzlyBear         |   7267 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.HellRat                       | MoCEntityHellRat             |   7299 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.HippoTang                     | MoCEntityHippoTang           |   7317 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.HorseMob                      | MoCEntityHorseMob            |   7298 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.JellyFish                     | MoCEntityJellyFish           |   7318 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Kitty                         | MoCEntityKitty               |   7268 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.KittyBed                      | MoCEntityKittyBed            |   7337 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.KomodoDragon                  | MoCEntityKomodo              |   7269 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Leoger                        | MoCEntityLeoger              |   7270 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Leopard                       | MoCEntityLeopard             |   7271 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Liard                         | MoCEntityLiard               |   7272 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Liger                         | MoCEntityLiger               |   7274 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Lion                          | MoCEntityLion                |   7273 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Lither                        | MoCEntityLither              |   7275 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.LitterBox                     | MoCEntityLitterBox           |   7338 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Maggot                        | MoCEntityMaggot              |   7333 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Manderin                      | MoCEntityManderin            |   7319 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.MantaRay                      | MoCEntityMantaRay            |   7322 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Manticore                     | MoCEntityManticore           |   7300 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.ManticorePet                  | MoCEntityManticorePet        |   7276 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.MiniGolem                     | MoCEntityMiniGolem           |   7301 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Mole                          | MoCEntityMole                |   7277 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Mouse                         | MoCEntityMouse               |   7278 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Ostrich                       | MoCEntityOstrich             |   7279 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.PandaBear                     | MoCEntityPandaBear           |   7280 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Panthard                      | MoCEntityPanthard            |   7281 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Panther                       | MoCEntityPanther             |   7282 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Panthger                      | MoCEntityPanthger            |   7283 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.PetScorpion                   | MoCEntityPetScorpion         |   7284 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Piranha                       | MoCEntityPiranha             |   7320 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.PolarBear                     | MoCEntityPolarBear           |   7285 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Raccoon                       | MoCEntityRaccoon             |   7286 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Rat                           | MoCEntityRat                 |   7302 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Roach                         | MoCEntityRoach               |   7335 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Salmon                        | MoCEntitySalmon              |   7321 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Scorpion                      | MoCEntityScorpion            |   7304 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Shark                         | MoCEntityShark               |   7323 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.SilverSkeleton                | MoCEntitySilverSkeleton      |   7303 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Snail                         | MoCEntitySnail               |   7334 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Snake                         | MoCEntitySnake               |   7287 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.StingRay                      | MoCEntityStingRay            |   7324 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.TRock                         | MoCEntityThrowableRock       |   7339 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Tiger                         | MoCEntityTiger               |   7288 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Turkey                        | MoCEntityTurkey              |   7290 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Turtle                        | MoCEntityTurtle              |   7289 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.WWolf                         | MoCEntityWWolf               |   7307 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Werewolf                      | MoCEntityWerewolf            |   7305 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.WildHorse                     | MoCEntityHorse               |   7291 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Wraith                        | MoCEntityWraith              |   7306 |
| mocreatures          | DrZhark's Mo'Creatures Mod                         | mocreatures.Wyvern                        | MoCEntityWyvern              |   7292 |
| natura               | Natura                                             | natura.babyheatscarspider                 | EntityBabyHeatscarSpider     |      1 |
| natura               | Natura                                             | natura.heatscarspider                     | EntityHeatscarSpider         |      0 |
| natura               | Natura                                             | natura.imp                                | EntityImp                    |      2 |
| natura               | Natura                                             | natura.nitrocreeper                       | EntityNitroCreeper           |      3 |
| p455w0rdslib         | p455w0rd's Library                                 | p455w0rdslib.ArmorStand                   | EntitySittableBlock          |      0 |
| p455w0rdsthings      | p455w0rd's Things                                  | p455w0rdsthings.ArmorStand                | EntityPArmorStand            |      3 |
| p455w0rdsthings      | p455w0rd's Things                                  | p455w0rdsthings.Enderman2                 | EntityEnderman2              |      0 |
| p455w0rdsthings      | p455w0rd's Things                                  | p455w0rdsthings.Endermite2                | EntityEndermite2             |      4 |
| p455w0rdsthings      | p455w0rd's Things                                  | p455w0rdsthings.FrienderPearl             | EntityFrienderPearl          |      2 |
| p455w0rdsthings      | p455w0rd's Things                                  | p455w0rdsthings.Frienderman               | EntityFrienderman            |      1 |
| primal               | PrimalCore                                         | primal.arrow_quartz                       | EntityQuartzArrow            |      3 |
| primal               | PrimalCore                                         | primal.arrow_torch_nether                 | EntityTorchArrowNether       |      5 |
| primal               | PrimalCore                                         | primal.arrow_torch_wood                   | EntityTorchArrow             |      4 |
| primal               | PrimalCore                                         | primal.canis_campestris                   | EntityCanisCampestris        |      7 |
| primal               | PrimalCore                                         | primal.muck                               | EntityMuckBall               |      1 |
| primal               | PrimalCore                                         | primal.netherpalm_boat                    | EntityNetherBoat             |      6 |
| primal               | PrimalCore                                         | primal.ovis_atre                          | EntityOvisAtre               |      8 |
| primal               | PrimalCore                                         | primal.rock                               | EntityRock                   |      2 |
| props                | Decocraft                                          | props.FakeChairEntity                     | EntityChairMount             |      0 |
| sgcraft              | SG Craft                                           | sgcraft.Stargate Iris                     | IrisEntity                   |      0 |
| storageboats         | Storage Boats                                      | storageboats.entityStorageBoat            | EntityStorageBoat            |      0 |
| survivalist          | Survivalist                                        | survivalist.ThrownRock                    | EntityRock                   |      1 |
| tconstruct           | Tinkers' Construct                                 | tconstruct.Fancy Item Frame               | EntityFancyItemFrame         |      2 |
| tconstruct           | Tinkers' Construct                                 | tconstruct.Indestructible Item            | IndestructibleEntityItem     |      0 |
| tconstruct           | Tinkers' Construct                                 | tconstruct.Throwball                      | EntityThrowball              |      3 |
| tconstruct           | Tinkers' Construct                                 | tconstruct.arrow                          | EntityArrow                  |     10 |
| tconstruct           | Tinkers' Construct                                 | tconstruct.blueslime                      | EntityBlueSlime              |      1 |
| tconstruct           | Tinkers' Construct                                 | tconstruct.bolt                           | EntityBolt                   |     11 |
| tconstruct           | Tinkers' Construct                                 | tconstruct.shuriken                       | EntityShuriken               |     12 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.angler                    | EntityAngler                 |      2 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.angry_pebble              | EntityAngryPebble            |     59 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.bl_arrow                  | EntityBLArrow                |     23 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.blind_cave_fish           | EntityBlindCaveFish          |     33 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.blood_snail               | EntityBloodSnail             |     18 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.chiromaw                  | EntityChiromaw               |     35 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.dark_druid                | EntityDarkDruid              |      0 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.dragonfly                 | EntityDragonFly              |     16 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.firefly                   | EntityFirefly                |     10 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.fortress_boss             | EntityFortressBoss           |     60 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.fortress_boss_blockade    | EntityFortressBossBlockade   |     63 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.fortress_boss_projectile  | EntityFortressBossProjectile |     64 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.fortress_boss_spawner     | EntityFortressBossSpawner    |     62 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.fortress_boss_teleporter  | EntityFortressBossTeleporter |     66 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.fortress_boss_turret      | EntityFortressBossTurret     |     65 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.frog                      | EntityFrog                   |     37 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.gas_cloud                 | EntityGasCloud               |     42 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.gecko                     | EntityGecko                  |     27 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.leech                     | EntityLeech                  |     14 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.lurker                    | EntityLurker                 |     25 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.mire_snail                | EntityMireSnail              |     20 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.mire_snail_egg            | EntityMireSnailEgg           |     22 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.mummy_arm                 | EntityMummyArm               |     58 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.peat_mummy                | EntityPeatMummy              |     52 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.pyrad                     | EntityPyrad                  |     49 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.pyrad_flame               | EntityPyradFlame             |     51 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.rope_node                 | EntityRopeNode               |     57 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.shockwave_block           | EntityShockwaveBlock         |     41 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.shockwave_sword_item      | EntityShockwaveSwordItem     |     40 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.silt_crab                 | EntitySiltCrab               |     47 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.sludge                    | EntitySludge                 |      4 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.snail_poison_jet          | EntitySnailPoisonJet         |     24 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.sporeling                 | EntitySporeling              |     12 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.swamp_hag                 | EntitySwampHag               |      6 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.sword_energy              | EntitySwordEnergy            |     39 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.tar_beast                 | EntityTarBeast               |     45 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.tarminion                 | EntityTarminion              |     54 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.termite                   | EntityTermite                |     29 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.thrown_tarminion          | EntityThrownTarminion        |     56 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.toad                      | EntityGiantToad              |     31 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.volatile_soul             | EntityVolatileSoul           |     44 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.weedwood_rowboat          | EntityWeedwoodRowboat        |     67 |
| thebetweenlands      | The Betweenlands                                   | thebetweenlands.wight                     | EntityWight                  |      8 |
| thinkbigcore         | §5§m===§r §e§lThink Big Core §5§m===§r             | thinkbigcore.CustomExplosive              | EntityExplosivePrimed        |      1 |
| thinkbigcore         | §5§m===§r §e§lThink Big Core §5§m===§r             | thinkbigcore.EntityCustomThrowable        | EntityCustomThrowable        |      3 |
| thinkbigcore         | §5§m===§r §e§lThink Big Core §5§m===§r             | thinkbigcore.EntityItemCustom             | EntityItemCustom             |      2 |
| tumbleweed           | Tumbleweed                                         | tumbleweed.Tumbleweed                     | EntityTumbleweed             |      0 |
| vc                   | ViesCraft                                          | vc.airship.v1                             | EntityAirshipV1Core          |      5 |
| vc                   | ViesCraft                                          | vc.airship.v2                             | EntityAirshipV2Core          |      6 |
| vc                   | ViesCraft                                          | vc.airship.v3                             | EntityAirshipV3Core          |      7 |
| vc                   | ViesCraft                                          | vc.airship.v4                             | EntityAirshipV4Core          |      8 |
| vc                   | ViesCraft                                          | vc.item.airship.v1                        | EntityItemAirshipV1          |      1 |
| vc                   | ViesCraft                                          | vc.item.airship.v2                        | EntityItemAirshipV2          |      2 |
| vc                   | ViesCraft                                          | vc.item.airship.v3                        | EntityItemAirshipV3          |      3 |
| vc                   | ViesCraft                                          | vc.item.airship.v4                        | EntityItemAirshipV4          |      4 |
| waddles              | Waddles                                            | waddles.penguin                           | EntityAdeliePenguin          |      0 |
| weather2             | Localized Weather & Storms                         | weather2.Moving Block                     | EntityMovingBlock            |      1 |
| weather2             | Localized Weather & Storms                         | weather2.Weather Hail                     | EntityIceBall                |      0 |
| weather2             | Localized Weather & Storms                         | weather2.Weather2 Lightning Bolt          | EntityLightningBolt          |      2 |
| weather2             | Localized Weather & Storms                         | weather2.Weather2 Lightning Bolt Custom   | EntityLightningBoltCustom    |      2 |
| wonderfulwands       | Wonderful Wands                                    | wonderfulwands.WispLight                  | EntityLightWisp              |      2 |
| wonderfulwands       | Wonderful Wands                                    | wonderfulwands.bolt_lightning             | EntityWandLightningBolt      |      1 |
| wonderfulwands       | Wonderful Wands                                    | wonderfulwands.magic_missile              | EntityMagicMissile           |      0 |
| wtfcore              | WTFs Expedition                                    | wtfcore.BlockHead                         | EntityBlockHead              |      5 |
| wtfcore              | WTFs Expedition                                    | wtfcore.DerangedIronGolem                 | EntityDerangedGolem          |      3 |
| wtfcore              | WTFs Expedition                                    | wtfcore.FireElemental                     | EntityFireElemental          |      6 |
| wtfcore              | WTFs Expedition                                    | wtfcore.FlyingFlame                       | EntityFlyingFlame            |      4 |
| wtfcore              | WTFs Expedition                                    | wtfcore.Ghost                             | EntityZombieGhost            |      2 |
| wtfcore              | WTFs Expedition                                    | wtfcore.Husk                              | Husk                         |      8 |
| wtfcore              | WTFs Expedition                                    | wtfcore.Mummy                             | Mummy                        |      7 |
| wtfcore              | WTFs Expedition                                    | wtfcore.SkeletonKnight                    | SkeletonKnight               |     13 |
| wtfcore              | WTFs Expedition                                    | wtfcore.SkeletonMage                      | SkeletonMage                 |      1 |
| wtfcore              | WTFs Expedition                                    | wtfcore.Stray                             | Stray                        |     11 |
| wtfcore              | WTFs Expedition                                    | wtfcore.Wither                            | Wither                       |     12 |
| wtfcore              | WTFs Expedition                                    | wtfcore.ZombieFarmer                      | FarmerZombie                 |     10 |
| wtfcore              | WTFs Expedition                                    | wtfcore.ZombieMiner                       | ZombieMiner                  |      9 |
| xreliquary           | Reliquary                                          | xreliquary.entityBlazeShot                | EntityBlazeShot              |      5 |
| xreliquary           | Reliquary                                          | xreliquary.entityBusterShot               | EntityBusterShot             |      8 |
| xreliquary           | Reliquary                                          | xreliquary.entityConcussiveShot           | EntityConcussiveShot         |      7 |
| xreliquary           | Reliquary                                          | xreliquary.entityEnderShot                | EntityEnderShot              |      6 |
| xreliquary           | Reliquary                                          | xreliquary.entityEnderStaffProjectile     | EntityEnderStaffProjectile   |     23 |
| xreliquary           | Reliquary                                          | xreliquary.entityExorcismShot             | EntityExorcismShot           |      4 |
| xreliquary           | Reliquary                                          | xreliquary.entityHGrenade                 | EntityHolyHandGrenade        |      0 |
| xreliquary           | Reliquary                                          | xreliquary.entityHolyWater                | EntityGlowingWater           |      1 |
| xreliquary           | Reliquary                                          | xreliquary.entityKSlime                   | EntityKrakenSlime            |     22 |
| xreliquary           | Reliquary                                          | xreliquary.entityNeutralShot              | EntityNeutralShot            |      3 |
| xreliquary           | Reliquary                                          | xreliquary.entitySandShot                 | EntitySandShot               |     10 |
| xreliquary           | Reliquary                                          | xreliquary.entitySeekerShot               | EntitySeekerShot             |      9 |
| xreliquary           | Reliquary                                          | xreliquary.entitySpecialSnowball          | EntitySpecialSnowball        |      2 |
| xreliquary           | Reliquary                                          | xreliquary.entitySplashAphrodite          | EntityAttractionPotion       |     12 |
| xreliquary           | Reliquary                                          | xreliquary.entitySplashFertility          | EntityFertilePotion          |     21 |
| xreliquary           | Reliquary                                          | xreliquary.entityStormShot                | EntityStormShot              |     11 |
| xreliquary           | Reliquary                                          | xreliquary.entityThrownXRPotion           | EntityThrownXRPotion         |     13 |
| xreliquary           | Reliquary                                          | xreliquary.entityTippedArrow              | EntityXRTippedArrow          |     24 |
+----------------------+----------------------------------------------------+-------------------------------------------+------------------------------+--------+
| Mod ID               | Mod name                                           | Entity name                               | Entity class name            |     ID |
+----------------------+----------------------------------------------------+-------------------------------------------+------------------------------+--------+
