+------------------------------------------------------+--------+
| Registry name                                        |     ID |
| minecraft:entity.endermen.death                      |    184 |
| minecraft:entity.endermen.hurt                       |    185 |
| minecraft:entity.endermen.scream                     |    186 |
| minecraft:entity.endermen.stare                      |    187 |
| minecraft:entity.endermen.teleport                   |    188 |
| minecraft:entity.endermite.ambient                   |    189 |
| minecraft:entity.endermite.death                     |    190 |
| minecraft:entity.endermite.hurt                      |    191 |
| minecraft:entity.endermite.step                      |    192 |
| minecraft:entity.enderpearl.throw                    |    193 |
| minecraft:entity.experience_bottle.throw             |    194 |
| minecraft:entity.experience_orb.pickup               |    195 |
| minecraft:entity.experience_orb.touch                |    196 |
| minecraft:entity.firework.blast                      |    197 |
| minecraft:entity.firework.blast_far                  |    198 |
| minecraft:entity.firework.large_blast                |    199 |
| minecraft:entity.firework.large_blast_far            |    200 |
| minecraft:entity.firework.launch                     |    201 |
| minecraft:entity.firework.shoot                      |    202 |
| minecraft:entity.firework.twinkle                    |    203 |
| minecraft:entity.firework.twinkle_far                |    204 |
| minecraft:entity.generic.big_fall                    |    205 |
| minecraft:entity.generic.burn                        |    206 |
| minecraft:entity.generic.death                       |    207 |
| minecraft:entity.generic.drink                       |    208 |
| minecraft:entity.generic.eat                         |    209 |
| minecraft:entity.generic.explode                     |    210 |
| minecraft:entity.generic.extinguish_fire             |    211 |
| minecraft:entity.generic.hurt                        |    212 |
| minecraft:entity.generic.small_fall                  |    213 |
| minecraft:entity.generic.splash                      |    214 |
| minecraft:entity.generic.swim                        |    215 |
| minecraft:entity.ghast.ambient                       |    216 |
| minecraft:entity.ghast.death                         |    217 |
| minecraft:entity.ghast.hurt                          |    218 |
| minecraft:entity.ghast.scream                        |    219 |
| minecraft:entity.ghast.shoot                         |    220 |
| minecraft:entity.ghast.warn                          |    221 |
| minecraft:entity.guardian.ambient                    |    222 |
| minecraft:entity.guardian.ambient_land               |    223 |
| minecraft:entity.guardian.attack                     |    224 |
| minecraft:entity.guardian.death                      |    225 |
| minecraft:entity.guardian.death_land                 |    226 |
| minecraft:entity.guardian.flop                       |    227 |
| minecraft:entity.guardian.hurt                       |    228 |
| minecraft:entity.guardian.hurt_land                  |    229 |
| minecraft:entity.horse.ambient                       |    230 |
| minecraft:entity.horse.angry                         |    231 |
| minecraft:entity.horse.armor                         |    232 |
| minecraft:entity.horse.breathe                       |    233 |
| minecraft:entity.horse.death                         |    234 |
| minecraft:entity.horse.eat                           |    235 |
| minecraft:entity.horse.gallop                        |    236 |
| minecraft:entity.horse.hurt                          |    237 |
| minecraft:entity.horse.jump                          |    238 |
| minecraft:entity.horse.land                          |    239 |
| minecraft:entity.horse.saddle                        |    240 |
| minecraft:entity.horse.step                          |    241 |
| minecraft:entity.horse.step_wood                     |    242 |
| minecraft:entity.hostile.big_fall                    |    243 |
| minecraft:entity.hostile.death                       |    244 |
| minecraft:entity.hostile.hurt                        |    245 |
| minecraft:entity.hostile.small_fall                  |    246 |
| minecraft:entity.hostile.splash                      |    247 |
| minecraft:entity.hostile.swim                        |    248 |
| minecraft:entity.husk.ambient                        |    249 |
| minecraft:entity.husk.death                          |    250 |
| minecraft:entity.husk.hurt                           |    251 |
| minecraft:entity.husk.step                           |    252 |
| minecraft:entity.irongolem.attack                    |    253 |
| minecraft:entity.irongolem.death                     |    254 |
| minecraft:entity.irongolem.hurt                      |    255 |
| minecraft:entity.irongolem.step                      |    256 |
| minecraft:entity.item.break                          |    257 |
| minecraft:entity.item.pickup                         |    258 |
| minecraft:entity.itemframe.add_item                  |    259 |
| minecraft:entity.itemframe.break                     |    260 |
| minecraft:entity.itemframe.place                     |    261 |
| minecraft:entity.itemframe.remove_item               |    262 |
| minecraft:entity.itemframe.rotate_item               |    263 |
| minecraft:entity.leashknot.break                     |    264 |
| minecraft:entity.leashknot.place                     |    265 |
| minecraft:entity.lightning.impact                    |    266 |
| minecraft:entity.lightning.thunder                   |    267 |
| minecraft:entity.lingeringpotion.throw               |    268 |
| minecraft:entity.magmacube.death                     |    269 |
| minecraft:entity.magmacube.hurt                      |    270 |
| minecraft:entity.magmacube.jump                      |    271 |
| minecraft:entity.magmacube.squish                    |    272 |
| minecraft:entity.minecart.inside                     |    273 |
| minecraft:entity.minecart.riding                     |    274 |
| minecraft:entity.mooshroom.shear                     |    275 |
| minecraft:entity.mule.ambient                        |    276 |
| minecraft:entity.mule.death                          |    277 |
| minecraft:entity.mule.hurt                           |    278 |
| minecraft:entity.painting.break                      |    279 |
| minecraft:entity.painting.place                      |    280 |
| minecraft:entity.pig.ambient                         |    281 |
| minecraft:entity.pig.death                           |    282 |
| minecraft:entity.pig.hurt                            |    283 |
| minecraft:entity.pig.saddle                          |    284 |
| minecraft:entity.pig.step                            |    285 |
| minecraft:entity.player.attack.crit                  |    286 |
| minecraft:entity.player.attack.knockback             |    287 |
| minecraft:entity.player.attack.nodamage              |    288 |
| minecraft:entity.player.attack.strong                |    289 |
| minecraft:entity.player.attack.sweep                 |    290 |
| minecraft:entity.player.attack.weak                  |    291 |
| minecraft:entity.player.big_fall                     |    292 |
| minecraft:entity.player.breath                       |    293 |
| minecraft:entity.player.burp                         |    294 |
| minecraft:entity.player.death                        |    295 |
| minecraft:entity.player.hurt                         |    296 |
| minecraft:entity.player.levelup                      |    297 |
| minecraft:entity.player.small_fall                   |    298 |
| minecraft:entity.player.splash                       |    299 |
| minecraft:entity.player.swim                         |    300 |
| minecraft:entity.polar_bear.ambient                  |    301 |
| minecraft:entity.polar_bear.baby_ambient             |    302 |
| minecraft:entity.polar_bear.death                    |    303 |
| minecraft:entity.polar_bear.hurt                     |    304 |
| minecraft:entity.polar_bear.step                     |    305 |
| minecraft:entity.polar_bear.warning                  |    306 |
| minecraft:entity.rabbit.ambient                      |    307 |
| minecraft:entity.rabbit.attack                       |    308 |
| minecraft:entity.rabbit.death                        |    309 |
| minecraft:entity.rabbit.hurt                         |    310 |
| minecraft:entity.rabbit.jump                         |    311 |
| minecraft:entity.sheep.ambient                       |    312 |
| minecraft:entity.sheep.death                         |    313 |
| minecraft:entity.sheep.hurt                          |    314 |
| minecraft:entity.sheep.shear                         |    315 |
| minecraft:entity.sheep.step                          |    316 |
| minecraft:entity.shulker.ambient                     |    317 |
| minecraft:entity.shulker.close                       |    318 |
| minecraft:entity.shulker.death                       |    319 |
| minecraft:entity.shulker.hurt                        |    320 |
| minecraft:entity.shulker.hurt_closed                 |    321 |
| minecraft:entity.shulker.open                        |    322 |
| minecraft:entity.shulker.shoot                       |    323 |
| minecraft:entity.shulker.teleport                    |    324 |
| minecraft:entity.shulker_bullet.hit                  |    325 |
| minecraft:entity.shulker_bullet.hurt                 |    326 |
| minecraft:entity.silverfish.ambient                  |    327 |
| minecraft:entity.silverfish.death                    |    328 |
| minecraft:entity.silverfish.hurt                     |    329 |
| minecraft:entity.silverfish.step                     |    330 |
| minecraft:entity.skeleton.ambient                    |    331 |
| minecraft:entity.skeleton.death                      |    332 |
| minecraft:entity.skeleton.hurt                       |    333 |
| minecraft:entity.skeleton.shoot                      |    334 |
| minecraft:entity.skeleton.step                       |    335 |
| minecraft:entity.skeleton_horse.ambient              |    336 |
| minecraft:entity.skeleton_horse.death                |    337 |
| minecraft:entity.skeleton_horse.hurt                 |    338 |
| minecraft:entity.slime.attack                        |    339 |
| minecraft:entity.slime.death                         |    340 |
| minecraft:entity.slime.hurt                          |    341 |
| minecraft:entity.slime.jump                          |    342 |
| minecraft:entity.slime.squish                        |    343 |
| minecraft:entity.small_magmacube.death               |    344 |
| minecraft:entity.small_magmacube.hurt                |    345 |
| minecraft:entity.small_magmacube.squish              |    346 |
| minecraft:entity.small_slime.death                   |    347 |
| minecraft:entity.small_slime.hurt                    |    348 |
| minecraft:entity.small_slime.jump                    |    349 |
| minecraft:entity.small_slime.squish                  |    350 |
| minecraft:entity.snowball.throw                      |    351 |
| minecraft:entity.snowman.ambient                     |    352 |
| minecraft:entity.snowman.death                       |    353 |
| minecraft:entity.snowman.hurt                        |    354 |
| minecraft:entity.snowman.shoot                       |    355 |
| minecraft:entity.spider.ambient                      |    356 |
| minecraft:entity.spider.death                        |    357 |
| minecraft:entity.spider.hurt                         |    358 |
| minecraft:entity.spider.step                         |    359 |
| minecraft:entity.splash_potion.break                 |    360 |
| minecraft:entity.splash_potion.throw                 |    361 |
| minecraft:entity.squid.ambient                       |    362 |
| minecraft:entity.squid.death                         |    363 |
| minecraft:entity.squid.hurt                          |    364 |
| minecraft:entity.stray.ambient                       |    365 |
| minecraft:entity.stray.death                         |    366 |
| minecraft:entity.stray.hurt                          |    367 |
| minecraft:entity.stray.step                          |    368 |
| minecraft:entity.tnt.primed                          |    369 |
| minecraft:entity.villager.ambient                    |    370 |
| minecraft:entity.villager.death                      |    371 |
| minecraft:entity.villager.hurt                       |    372 |
| minecraft:entity.villager.no                         |    373 |
| minecraft:entity.villager.trading                    |    374 |
| minecraft:entity.villager.yes                        |    375 |
| minecraft:entity.witch.ambient                       |    376 |
| minecraft:entity.witch.death                         |    377 |
| minecraft:entity.witch.drink                         |    378 |
| minecraft:entity.witch.hurt                          |    379 |
| minecraft:entity.witch.throw                         |    380 |
| minecraft:entity.wither.ambient                      |    381 |
| minecraft:entity.wither.break_block                  |    382 |
| minecraft:entity.wither.death                        |    383 |
| minecraft:entity.wither.hurt                         |    384 |
| minecraft:entity.wither.shoot                        |    385 |
| minecraft:entity.wither.spawn                        |    386 |
| minecraft:entity.wither_skeleton.ambient             |    387 |
| minecraft:entity.wither_skeleton.death               |    388 |
| minecraft:entity.wither_skeleton.hurt                |    389 |
| minecraft:entity.wither_skeleton.step                |    390 |
| minecraft:entity.wolf.ambient                        |    391 |
| minecraft:entity.wolf.death                          |    392 |
| minecraft:entity.wolf.growl                          |    393 |
| minecraft:entity.wolf.howl                           |    394 |
| minecraft:entity.wolf.hurt                           |    395 |
| minecraft:entity.wolf.pant                           |    396 |
| minecraft:entity.wolf.shake                          |    397 |
| minecraft:entity.wolf.step                           |    398 |
| minecraft:entity.wolf.whine                          |    399 |
| minecraft:entity.zombie.ambient                      |    400 |
| minecraft:entity.zombie.attack_door_wood             |    401 |
| minecraft:entity.zombie.attack_iron_door             |    402 |
| minecraft:entity.zombie.break_door_wood              |    403 |
| minecraft:entity.zombie.death                        |    404 |
| minecraft:entity.zombie.hurt                         |    405 |
| minecraft:entity.zombie.infect                       |    406 |
| minecraft:entity.zombie.step                         |    407 |
| minecraft:entity.zombie_horse.ambient                |    408 |
| minecraft:entity.zombie_horse.death                  |    409 |
| minecraft:entity.zombie_horse.hurt                   |    410 |
| minecraft:entity.zombie_pig.ambient                  |    411 |
| minecraft:entity.zombie_pig.angry                    |    412 |
| minecraft:entity.zombie_pig.death                    |    413 |
| minecraft:entity.zombie_pig.hurt                     |    414 |
| minecraft:entity.zombie_villager.ambient             |    415 |
| minecraft:entity.zombie_villager.converted           |    416 |
| minecraft:entity.zombie_villager.cure                |    417 |
| minecraft:entity.zombie_villager.death               |    418 |
| minecraft:entity.zombie_villager.hurt                |    419 |
| minecraft:entity.zombie_villager.step                |    420 |
| minecraft:item.armor.equip_chain                     |    421 |
| minecraft:item.armor.equip_diamond                   |    422 |
| minecraft:item.armor.equip_generic                   |    423 |
| minecraft:item.armor.equip_gold                      |    424 |
| minecraft:item.armor.equip_iron                      |    425 |
| minecraft:item.armor.equip_leather                   |    426 |
| minecraft:item.bottle.fill                           |    427 |
| minecraft:item.bottle.fill_dragonbreath              |    428 |
| minecraft:item.bucket.empty                          |    429 |
| minecraft:item.bucket.empty_lava                     |    430 |
| minecraft:item.bucket.fill                           |    431 |
| minecraft:item.bucket.fill_lava                      |    432 |
| minecraft:item.chorus_fruit.teleport                 |    433 |
| minecraft:item.elytra.flying                         |    434 |
| minecraft:item.firecharge.use                        |    435 |
| minecraft:item.flintandsteel.use                     |    436 |
| minecraft:item.hoe.till                              |    437 |
| minecraft:item.shield.block                          |    438 |
| minecraft:item.shield.break                          |    439 |
| minecraft:item.shovel.flatten                        |    440 |
| minecraft:music.creative                             |    441 |
| minecraft:music.credits                              |    442 |
| minecraft:music.dragon                               |    443 |
| minecraft:music.end                                  |    444 |
| minecraft:music.game                                 |    445 |
| minecraft:music.menu                                 |    446 |
| minecraft:music.nether                               |    447 |
| minecraft:record.11                                  |    448 |
| minecraft:record.13                                  |    449 |
| minecraft:record.blocks                              |    450 |
| minecraft:record.cat                                 |    451 |
| minecraft:record.chirp                               |    452 |
| minecraft:record.far                                 |    453 |
| minecraft:record.mall                                |    454 |
| minecraft:record.mellohi                             |    455 |
| minecraft:record.stal                                |    456 |
| minecraft:record.strad                               |    457 |
| minecraft:record.wait                                |    458 |
| minecraft:record.ward                                |    459 |
| minecraft:ui.button.click                            |    460 |
| minecraft:weather.rain                               |    461 |
| minecraft:weather.rain.above                         |    462 |
| mob_grinding_utils:chicken_rise                      |   1200 |
| mob_grinding_utils:entity_dragon_death_local         |   1199 |
| mob_grinding_utils:entity_wither_death_local         |   1198 |
| mob_grinding_utils:entity_wither_spawn_local         |   1197 |
| mob_grinding_utils:tap_squeak                        |   1196 |
| mocreatures:appearmagic                              |   1076 |
| mocreatures:armoroff                                 |   1072 |
| mocreatures:armorput                                 |   1071 |
| mocreatures:beardeath                                |   1028 |
| mocreatures:beargrunt                                |   1027 |
| mocreatures:bearhurt                                 |   1029 |
| mocreatures:bee                                      |   1030 |
| mocreatures:beeupset                                 |   1031 |
| mocreatures:birdblack                                |   1032 |
| mocreatures:birdblue                                 |   1033 |
| mocreatures:birddying                                |   1038 |
| mocreatures:birdgreen                                |   1034 |
| mocreatures:birdhurt                                 |   1039 |
| mocreatures:birdred                                  |   1035 |
| mocreatures:birdwhite                                |   1037 |
| mocreatures:birdyellow                               |   1036 |
| mocreatures:cricket                                  |   1040 |
| mocreatures:cricketfly                               |   1041 |
| mocreatures:crocdying                                |   1043 |
| mocreatures:crocgrunt                                |   1042 |
| mocreatures:crochurt                                 |   1044 |
| mocreatures:crocjawsnap                              |   1045 |
| mocreatures:crocresting                              |   1046 |
| mocreatures:crocroll                                 |   1047 |
| mocreatures:cubdying                                 |   1132 |
| mocreatures:cubgrunt                                 |   1130 |
| mocreatures:cubhurt                                  |   1134 |
| mocreatures:deerbgrunt                               |   1048 |
| mocreatures:deerdying                                |   1050 |
| mocreatures:deerfgrunt                               |   1049 |
| mocreatures:deerhurt                                 |   1051 |
| mocreatures:destroy                                  |   1073 |
| mocreatures:dolphin                                  |   1052 |
| mocreatures:dolphindying                             |   1053 |
| mocreatures:dolphinhurt                              |   1054 |
| mocreatures:dolphinupset                             |   1055 |
| mocreatures:donkeydying                              |   1108 |
| mocreatures:donkeyhurt                               |   1103 |
| mocreatures:dragonfly                                |   1059 |
| mocreatures:drinking                                 |   1074 |
| mocreatures:duck                                     |   1056 |
| mocreatures:duckdying                                |   1057 |
| mocreatures:duckhurt                                 |   1058 |
| mocreatures:eating                                   |   1075 |
| mocreatures:elephantcalf                             |   1063 |
| mocreatures:elephantdying                            |   1065 |
| mocreatures:elephantgrunt                            |   1064 |
| mocreatures:elephanthurt                             |   1066 |
| mocreatures:entdying                                 |   1061 |
| mocreatures:entgrunt                                 |   1060 |
| mocreatures:enthurt                                  |   1062 |
| mocreatures:fly                                      |   1067 |
| mocreatures:foxcall                                  |   1068 |
| mocreatures:foxdying                                 |   1069 |
| mocreatures:foxhurt                                  |   1070 |
| mocreatures:goatdigg                                 |   1088 |
| mocreatures:goatdying                                |   1086 |
| mocreatures:goateating                               |   1089 |
| mocreatures:goatfemale                               |   1085 |
| mocreatures:goatgrunt                                |   1083 |
| mocreatures:goathurt                                 |   1087 |
| mocreatures:goatkid                                  |   1084 |
| mocreatures:goatsmack                                |   1090 |
| mocreatures:golemattach                              |   1092 |
| mocreatures:golemdying                               |   1093 |
| mocreatures:golemexplode                             |   1094 |
| mocreatures:golemgrunt                               |   1091 |
| mocreatures:golemhurt                                |   1095 |
| mocreatures:golemshoot                               |   1096 |
| mocreatures:golemwalk                                |   1097 |
| mocreatures:horsedying                               |   1107 |
| mocreatures:horsedyingghost                          |   1109 |
| mocreatures:horsedyingundead                         |   1110 |
| mocreatures:horsegrunt                               |   1099 |
| mocreatures:horsegruntghost                          |   1100 |
| mocreatures:horsegruntundead                         |   1101 |
| mocreatures:horsehurt                                |   1111 |
| mocreatures:horsehurtghost                           |   1112 |
| mocreatures:horsehurtundead                          |   1113 |
| mocreatures:horsemad                                 |   1098 |
| mocreatures:horsemadghost                            |   1104 |
| mocreatures:horsemadundead                           |   1105 |
| mocreatures:kittendying                              |   1118 |
| mocreatures:kittengrunt                              |   1115 |
| mocreatures:kittenhurt                               |   1123 |
| mocreatures:kittydying                               |   1117 |
| mocreatures:kittyeatingf                             |   1121 |
| mocreatures:kittyeatingm                             |   1119 |
| mocreatures:kittyfood                                |   1120 |
| mocreatures:kittygrunt                               |   1114 |
| mocreatures:kittyhurt                                |   1122 |
| mocreatures:kittylitter                              |   1124 |
| mocreatures:kittypurr                                |   1125 |
| mocreatures:kittytrapped                             |   1126 |
| mocreatures:kittyupset                               |   1116 |
| mocreatures:liondeath                                |   1131 |
| mocreatures:liongrunt                                |   1129 |
| mocreatures:lionhurt                                 |   1133 |
| mocreatures:micedying                                |   1136 |
| mocreatures:micegrunt                                |   1135 |
| mocreatures:micehurt                                 |   1137 |
| mocreatures:ogre                                     |   1138 |
| mocreatures:ogredying                                |   1139 |
| mocreatures:ogrehurt                                 |   1140 |
| mocreatures:ostrichchick                             |   1142 |
| mocreatures:ostrichdying                             |   1143 |
| mocreatures:ostrichgrunt                             |   1141 |
| mocreatures:ostrichhurt                              |   1144 |
| mocreatures:pouringfood                              |   1127 |
| mocreatures:pouringmilk                              |   1128 |
| mocreatures:rabbitdeath                              |   1145 |
| mocreatures:rabbithurt                               |   1146 |
| mocreatures:rabbitlift                               |   1147 |
| mocreatures:raccoondying                             |   1149 |
| mocreatures:raccoongrunt                             |   1148 |
| mocreatures:raccoonhurt                              |   1150 |
| mocreatures:ratdying                                 |   1152 |
| mocreatures:ratgrunt                                 |   1151 |
| mocreatures:rathurt                                  |   1153 |
| mocreatures:roping                                   |   1077 |
| mocreatures:scorpionclaw                             |   1155 |
| mocreatures:scorpiondying                            |   1156 |
| mocreatures:scorpiongrunt                            |   1154 |
| mocreatures:scorpionhurt                             |   1157 |
| mocreatures:scorpionsting                            |   1158 |
| mocreatures:shuffling                                |   1190 |
| mocreatures:snakedying                               |   1161 |
| mocreatures:snakehiss                                |   1159 |
| mocreatures:snakehurt                                |   1162 |
| mocreatures:snakerattle                              |   1163 |
| mocreatures:snakesnap                                |   1164 |
| mocreatures:snakeswim                                |   1165 |
| mocreatures:snakeupset                               |   1160 |
| mocreatures:transform                                |   1078 |
| mocreatures:tud                                      |   1079 |
| mocreatures:turkey                                   |   1166 |
| mocreatures:turkeyhurt                               |   1167 |
| mocreatures:turtledying                              |   1170 |
| mocreatures:turtleeating                             |   1171 |
| mocreatures:turtlegrunt                              |   1168 |
| mocreatures:turtlehissing                            |   1169 |
| mocreatures:turtlehurt                               |   1172 |
| mocreatures:vanish                                   |   1080 |
| mocreatures:werehumandying                           |   1174 |
| mocreatures:werehumangrunt                           |   1173 |
| mocreatures:werehumanhurt                            |   1175 |
| mocreatures:weretransform                            |   1179 |
| mocreatures:werewolfdying                            |   1177 |
| mocreatures:werewolfgrunt                            |   1176 |
| mocreatures:werewolfhurt                             |   1178 |
| mocreatures:whip                                     |   1081 |
| mocreatures:wingflap                                 |   1082 |
| mocreatures:wolfdeath                                |   1181 |
| mocreatures:wolfgrunt                                |   1180 |
| mocreatures:wolfhurt                                 |   1182 |
| mocreatures:wraith                                   |   1183 |
| mocreatures:wraithdying                              |   1184 |
| mocreatures:wraithhurt                               |   1185 |
| mocreatures:wyverndying                              |   1187 |
| mocreatures:wyverngrunt                              |   1186 |
| mocreatures:wyvernhurt                               |   1188 |
| mocreatures:wyvernwingflap                           |   1189 |
| mocreatures:zebragrunt                               |   1102 |
| mocreatures:zebrahurt                                |   1106 |
| nuclearcraft:sound.block.accelerator_run             |   1250 |
| nuclearcraft:sound.block.fusion_run                  |   1249 |
| primal:ovis_angry                                    |    981 |
| primal:ovis_hurt                                     |    980 |
| primal:ovis_say                                      |    979 |
| primal:tool_scrape                                   |    978 |
| primal:tool_woodsaw                                  |    977 |
| props:deco_baconsizzle                               |    684 |
| props:deco_firealarm                                 |    685 |
| props:deco_heartmon                                  |    686 |
| props:deco_iseethelight                              |    683 |
| psi:bulletCreate                                     |    676 |
| psi:cadCreate                                        |    677 |
| psi:cadShoot                                         |    678 |
| psi:compileError                                     |    679 |
| psi:levelUp                                          |    680 |
| psi:loopcast                                         |    681 |
| rftools:elevator_loop                                |    988 |
| rftools:elevator_start                               |    987 |
| rftools:elevator_stop                                |    989 |
| rftools:teleport_error                               |    986 |
| rftools:teleport_whoosh                              |    985 |
| sgcraft:iris_close                                   |    994 |
| sgcraft:iris_hit                                     |    995 |
| sgcraft:iris_open                                    |    993 |
| sgcraft:sg_abort                                     |    990 |
| sgcraft:sg_close                                     |    992 |
| sgcraft:sg_dial7                                     |    996 |
| sgcraft:sg_open                                      |    991 |
| thebetweenlands:16612                                |    846 |
| thebetweenlands:ambient_blood_sky                    |    861 |
| thebetweenlands:ambient_blood_sky_roar               |    860 |
| thebetweenlands:ambient_cave                         |    862 |
| thebetweenlands:ambient_spoopy                       |    864 |
| thebetweenlands:ambient_swamp                        |    865 |
| thebetweenlands:ambient_water                        |    866 |
| thebetweenlands:ambient_wight_fortress               |    863 |
| thebetweenlands:ancient                              |    847 |
| thebetweenlands:angler_attack                        |    876 |
| thebetweenlands:angler_death                         |    877 |
| thebetweenlands:animator                             |    972 |
| thebetweenlands:astatos                              |    848 |
| thebetweenlands:beneath_a_green_sky                  |    849 |
| thebetweenlands:between_you_and_me                   |    850 |
| thebetweenlands:bl_dimension                         |    845 |
| thebetweenlands:bl_menu                              |    844 |
| thebetweenlands:christmas_on_the_marsh               |    851 |
| thebetweenlands:crab_snip                            |    942 |
| thebetweenlands:crumble                              |    867 |
| thebetweenlands:dark_druid_death                     |    878 |
| thebetweenlands:dark_druid_hit                       |    879 |
| thebetweenlands:dark_druid_living                    |    880 |
| thebetweenlands:dj_wights_mixtape                    |    852 |
| thebetweenlands:dragonfly                            |    946 |
| thebetweenlands:dreadful_peat_mummy_bite             |    883 |
| thebetweenlands:dreadful_peat_mummy_death            |    884 |
| thebetweenlands:dreadful_peat_mummy_emerge           |    885 |
| thebetweenlands:dreadful_peat_mummy_hurt             |    886 |
| thebetweenlands:dreadful_peat_mummy_lick             |    887 |
| thebetweenlands:dreadful_peat_mummy_living           |    888 |
| thebetweenlands:dreadful_peat_mummy_loop             |    889 |
| thebetweenlands:dreadful_peat_mummy_retch            |    890 |
| thebetweenlands:dreadful_peat_mummy_scream           |    891 |
| thebetweenlands:dreadful_peat_mummy_swipe            |    892 |
| thebetweenlands:druid_chant                          |    881 |
| thebetweenlands:druid_teleport                       |    882 |
| thebetweenlands:fig                                  |    868 |
| thebetweenlands:flying_fiend_death                   |    898 |
| thebetweenlands:flying_fiend_hurt                    |    899 |
| thebetweenlands:flying_fiend_living                  |    900 |
| thebetweenlands:fortress_boss_death                  |    901 |
| thebetweenlands:fortress_boss_hurt                   |    902 |
| thebetweenlands:fortress_boss_living                 |    903 |
| thebetweenlands:fortress_boss_loop                   |    904 |
| thebetweenlands:fortress_boss_nope                   |    905 |
| thebetweenlands:fortress_boss_shield_down            |    906 |
| thebetweenlands:fortress_boss_summon_projectiles     |    907 |
| thebetweenlands:fortress_boss_teleport               |    908 |
| thebetweenlands:fortress_puzzle_cage_break           |    909 |
| thebetweenlands:fortress_puzzle_orb                  |    910 |
| thebetweenlands:fortress_puzzle_sword                |    911 |
| thebetweenlands:fortress_teleport                    |    912 |
| thebetweenlands:frog_death                           |    947 |
| thebetweenlands:frog_hurt                            |    948 |
| thebetweenlands:frog_living                          |    949 |
| thebetweenlands:gas_cloud_death                      |    945 |
| thebetweenlands:gas_cloud_hurt                       |    944 |
| thebetweenlands:gas_cloud_living                     |    943 |
| thebetweenlands:gecko_death                          |    950 |
| thebetweenlands:gecko_hide                           |    951 |
| thebetweenlands:gecko_hurt                           |    952 |
| thebetweenlands:gecko_living                         |    953 |
| thebetweenlands:giant_toad_death                     |    954 |
| thebetweenlands:giant_toad_hurt                      |    955 |
| thebetweenlands:giant_toad_living                    |    956 |
| thebetweenlands:grind                                |    969 |
| thebetweenlands:hag_dance                            |    853 |
| thebetweenlands:ignite                               |    875 |
| thebetweenlands:infuser_finished                     |    970 |
| thebetweenlands:lonely_fire                          |    854 |
| thebetweenlands:lurker_death                         |    918 |
| thebetweenlands:lurker_hurt                          |    916 |
| thebetweenlands:lurker_living                        |    917 |
| thebetweenlands:onwards                              |    855 |
| thebetweenlands:peat_mummy_charge                    |    893 |
| thebetweenlands:peat_mummy_death                     |    894 |
| thebetweenlands:peat_mummy_emerge                    |    895 |
| thebetweenlands:peat_mummy_hurt                      |    896 |
| thebetweenlands:peat_mummy_living                    |    897 |
| thebetweenlands:portal                               |    973 |
| thebetweenlands:portal_activate                      |    974 |
| thebetweenlands:portal_travel                        |    975 |
| thebetweenlands:portal_trigger                       |    976 |
| thebetweenlands:possessed_scream                     |    870 |
| thebetweenlands:purifier                             |    971 |
| thebetweenlands:pyrad_death                          |    913 |
| thebetweenlands:pyrad_hurt                           |    914 |
| thebetweenlands:pyrad_living                         |    915 |
| thebetweenlands:rejected                             |    872 |
| thebetweenlands:rowboat_row_port                     |    965 |
| thebetweenlands:rowboat_row_starboard                |    964 |
| thebetweenlands:rowboat_row_start_port               |    967 |
| thebetweenlands:rowboat_row_start_starboard          |    966 |
| thebetweenlands:shockwave_sword                      |    873 |
| thebetweenlands:snail_death                          |    957 |
| thebetweenlands:snail_hurt                           |    958 |
| thebetweenlands:snail_living                         |    959 |
| thebetweenlands:sorry                                |    871 |
| thebetweenlands:spike                                |    869 |
| thebetweenlands:sporeling_death                      |    960 |
| thebetweenlands:sporeling_hurt                       |    961 |
| thebetweenlands:sporeling_living                     |    962 |
| thebetweenlands:squish                               |    874 |
| thebetweenlands:stuck_in_the_mud                     |    856 |
| thebetweenlands:swamp_hag_death                      |    919 |
| thebetweenlands:swamp_hag_hurt                       |    920 |
| thebetweenlands:swamp_hag_living                     |    921 |
| thebetweenlands:swamp_hag_living_1                   |    922 |
| thebetweenlands:swamp_hag_living_2                   |    923 |
| thebetweenlands:swamp_hag_living_3                   |    924 |
| thebetweenlands:swamp_hag_living_4                   |    925 |
| thebetweenlands:tar_beast_death                      |    926 |
| thebetweenlands:tar_beast_hurt                       |    927 |
| thebetweenlands:tar_beast_living                     |    928 |
| thebetweenlands:tar_beast_step                       |    929 |
| thebetweenlands:tar_beast_suck                       |    930 |
| thebetweenlands:temple_guardian_berserker_charge     |    931 |
| thebetweenlands:temple_guardian_berserker_impact     |    932 |
| thebetweenlands:temple_guardian_berserker_living     |    933 |
| thebetweenlands:temple_guardian_death                |    934 |
| thebetweenlands:temple_guardian_hurt                 |    935 |
| thebetweenlands:temple_guardian_melee_living         |    936 |
| thebetweenlands:temple_guardian_step                 |    937 |
| thebetweenlands:termite_living                       |    963 |
| thebetweenlands:the_explorer                         |    857 |
| thebetweenlands:voodoo_doll                          |    968 |
| thebetweenlands:wandering_wisps                      |    858 |
| thebetweenlands:waterlogged                          |    859 |
| thebetweenlands:wight_attack                         |    941 |
| thebetweenlands:wight_death                          |    940 |
| thebetweenlands:wight_hurt                           |    938 |
| thebetweenlands:wight_moan                           |    939 |
| tinker_io:record.Lonesome_Avenue                     |    997 |
| tinkertoolleveling:levelup                           |    465 |
| vc:record.bay                                        |   1002 |
